main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Prime Video,Holy Land Hardball,3.4,4,"['IMDb 4.5', '1 h 23 min', '2010', 'ALL']","['Other than players, fields, and fans..they had everything.']",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Documentary', 'Special Interest']","{""Subtitles"": [""None available""], ""Directors"": [""Erik Kesten"", ""Brett Rapkin""], ""Producers"": [""Matthew Hiltzik""], ""Starring"": [""Larry Baras"", ""Dan Duquette"", ""Martin Berger""]}",B009BLKDUQ,,,
Prime Video,Switched at Birth,4.8,469,"['IMDb 7.7', '2015', '20 episodes', 'X-Ray', 'TV-14']","[""The season picks up right after graduation with the family and Emmett discovering Bay's impulsive decision--and no one is happy about it. Meanwhile, Daphne is determined to prove herself worthy of her switchster's sacrifice while also dealing with the challenges of a whole new world of college.""]",9.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,['Drama'],"{""Content advisory"": [""Violence"", ""alcohol use"", ""foul language"", ""sexual content""], ""Audio languages"": [""English"", ""English [Audio Description]""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Steve Miner"", ""Ron Lagomarsino"", ""Melanie Mayron"", ""David Paymer"", ""Zetna Fuentes"", ""Michael Lange"", ""Norman Buckley"", ""Lea Thompson"", ""Allan Arkush"", ""Bethany Rooney""]}",B00RQ5ZPNY,,UnentitledUnentitled,
Movies & TV,Guardian of the Universe: (Destroy All Monsters / Gamera),4.5,15,[],['DESTROY ALL MONSTERS/GAMERA - DVD Movie'],None,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51yJT973hyL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51yJT973hyL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Rated:    PG    Format: DVD,"['Movies & TV', 'Genre for Featured Categories', 'Anime & Manga']","{""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""PG (Parental Guidance Suggested)"", ""Package Dimensions"": ""10.7 x 7.5 x 0.6 inches; 5.6 Ounces"", ""Media Format"": ""Color, Dubbed, DVD, Animated, Subtitled, NTSC"", ""Run time"": ""3 hours and 10 minutes"", ""Release date"": ""June 3, 2008"", ""Dubbed"": ""English"", ""Subtitles"": ""English"", ""Language"": ""Unqualified (DTS ES 6.1)"", ""Studio"": ""Section 23"", ""Number of discs"": ""2""}",B001808CUG,,,
Movies & TV,Murders at Barlume,4.1,57,[],"['The hit Italian TV show, Murders at Barlume is a colorful new series of quirky mysteries based on the novels by Marco Malvaldi and produced by Marco Malvaldi and produced by the same team that brought Detective Montalbano to the small scree.']",39.95,"{'hi_res': ['https://m.media-amazon.com/images/I/71HbMn-wxCL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51XArDZuBhL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51XArDZuBhL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Carlo Monni  (Actor),     Alessandro Benvenuti  (Actor)    Rated:    NR    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Drama']","{""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 7.52 Ounces"", ""Media Format"": ""Subtitled, Widescreen, NTSC"", ""Run time"": ""8 hours and 5 minutes"", ""Release date"": ""April 25, 2017"", ""Actors"": ""Carlo Monni, Alessandro Benvenuti, Enrica Guidi, Lucia Mascino, Filippo Timi"", ""Subtitles"": ""English"", ""Studio"": ""Mhz Networks Home"", ""Country of Origin"": ""USA"", ""Number of discs"": ""3""}",B06XGSWN4W,,,
Movies & TV,Afterwards,4.0,53,[],"['Product Description', 'Newly divorced lawyer Nathan Del Amico is shaken up after he meets a doctor who claims that he can sense when select people are about to die.', 'Amazon.com', 'Stills from', 'Afterwards', '(Click for larger image)']",9.45,"{'hi_res': ['https://m.media-amazon.com/images/I/91esFqwmRsL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/5149UQZxzeL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/5149UQZxzeL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Evangeline Lilly  (Actor),     John Malkovich  (Actor),     Gilles Bourdos  (Director)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Drama']","{""Genre"": ""Drama"", ""Format"": ""Color, Multiple Formats, NTSC, Widescreen"", ""Contributor"": ""John Malkovich, Mark Camacho, Mark Lee Ping-bing, Valerie Deseine, Alexandre Desplat, Joan Gregson, Evangeline Lilly, Gilles Bourdos, Leni Parker, Robin Wilcock, Pascale Bussi\u00e8res, Romain Duris, Bruno Verdoni, Henry PardoJohn Malkovich, Mark Camacho, Mark Lee Ping-bing, Valerie Deseine, Alexandre Desplat, Joan Gregson, Evangeline Lilly, Gilles Bourdos, Leni Parker, Robin Wilcock, Pascale Bussi\u00e8res, Romain Duris, Bruno Verdoni, Henry Pardo  See more"", ""Language"": ""Unqualified"", ""Runtime"": ""1 hour and 44 minutes"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 3.2 Ounces"", ""Director"": ""Gilles Bourdos"", ""Media Format"": ""Color, Multiple Formats, NTSC, Widescreen"", ""Run time"": ""1 hour and 44 minutes"", ""Release date"": ""October 27, 2009"", ""Actors"": ""Evangeline Lilly, John Malkovich, Mark Camacho, Pascale Bussi\u00e8res, Leni Parker"", ""Studio"": ""Lisa's Skus"", ""Number of discs"": ""1""}",B002GYKTZO,,,
Movies & TV,Leave it to Beaver - The Complete First Season,4.8,532,[],"['Finally, one of the most beloved series from television\'s Golden Age comes to DVD for the first time ever! Join the Cleavers, America\'s quintessential family, in all 39 digitally remastered, unforgettable episodes from the complete first season of Leave it to Beaver! Theodore ""Beaver"" Cleaver (Jerry Mathers) can\'t seem to avoid trouble, and his older brother Wally (Tony Dow), and mischievous pal Eddie Haskell (Ken Osmond), aren\'t any help. But with some wise advice from his father Ward (Hugh Beaumont) and mom\'s (Barbara Billingsley) home-cooked meals, Beaver learns that all\'s well that ends well. Complete with the original pilot, brought out of the studio archives, this must-have DVD collection will have you declaring, ""Gee, that Beaver sure is a swell guy!""', 'Bonus Content:', 'Disc 3:', 'Bonus Episode: ""It\'s a Small World"" Original Pilot', 'Bonus Episode: ""It\'s a Small World"" Original Pilot', ']]>']",19.99,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/41J77RFA2AL.jpg', 'https://m.media-amazon.com/images/I/41mpwkoyllL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41J77RFA2AL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41mpwkoyllL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'SIDE']}","{'title': [], 'url': [], 'user_id': []}","Jerry Mathers  (Actor),     James Neilson  (Director),     Frederick De Cordova  (Director)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Explore 50 Years of Great TV', 'The 1950s']","{""Genre"": ""Kids & Family, Comedy"", ""Format"": ""Full Screen, NTSC, Subtitled, Box set, Closed-captioned, Black & White, Multiple Formats, Dolby"", ""Contributor"": ""Jerry Mathers, Bretaigne Windust, Charles Barton, Frederick De Cordova, Jeffrey Hayden, James Neilson, Anton LeaderJerry Mathers, Bretaigne Windust, Charles Barton, Frederick De Cordova, Jeffrey Hayden, James Neilson, Anton Leader  See more"", ""Language"": ""Unqualified (DTS ES 6.1), English (Dolby Digital 2.0 Mono)"", ""Number Of Discs"": ""3"", ""Aspect Ratio"": ""1.33:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.75 x 5.5 x 1.25 inches; 4.8 Ounces"", ""Item model number"": ""2220569"", ""Director"": ""James Neilson, Frederick De Cordova, Charles Barton, Jeffrey Hayden, Bretaigne Windust"", ""Media Format"": ""Full Screen, NTSC, Subtitled, Box set, Closed-captioned, Black & White, Multiple Formats, Dolby"", ""Run time"": ""34 hours and 48 minutes"", ""Release date"": ""November 22, 2005"", ""Actors"": ""Jerry Mathers"", ""Subtitles"": ""English, Spanish"", ""Studio"": ""Universal Pictures Home Entertainment"", ""Number of discs"": ""3""}",B000B7HZUK,,,
Movies & TV,"Nutty Professor, The: 50th Anniversary UCE (BD/DVD) [Blu-ray]",4.5,38,[],"['Nutty Professor, The: 50th Anniversary UCE (BD/DVD)', ']]>']",88.61,"{'hi_res': ['https://m.media-amazon.com/images/I/81ZEuDztgzL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71Z6UDzQEtL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51CFBhZ0weL.jpg', 'https://m.media-amazon.com/images/I/41mVgXtkoeL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51CFBhZ0weL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41mVgXtkoeL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}","Various  (Actor, Director)    Format: Blu-ray","['Movies & TV', 'Blu-ray', 'Movies']","{""Format"": ""Multiple Formats, Box set, Collector's Edition, Dolby, Blu-ray, DTS Surround Sound, NTSC, WidescreenMultiple Formats, Box set, Collector's Edition, Dolby, Blu-ray, DTS Surround Sound, NTSC, Widescreen  See more"", ""Contributor"": ""Various"", ""Language"": ""English"", ""Runtime"": ""6 hours and 37 minutes"", ""Aspect Ratio"": ""1.77:1"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 7.52 Ounces"", ""Item model number"": ""PTCA1000477604BR"", ""Director"": ""Various"", ""Media Format"": ""Multiple Formats, Box set, Collector's Edition, Dolby, Blu-ray, DTS Surround Sound, NTSC, Widescreen"", ""Run time"": ""6 hours and 37 minutes"", ""Release date"": ""June 3, 2014"", ""Actors"": ""Various"", ""Studio"": ""WarnerBrothers"", ""Number of discs"": ""4""}",B00ION69AK,,,
Movies & TV,Rumor Has It...,4.5,1887,[],"['Rumor Has It (DVD) (WS)', 'In this contemporary comedy, ""Friends"" star Jennifer Aniston plays Sarah Huttinger, a woman whose doubts about her relationship with her fiancé (Mark Ruffalo - We Don\'t Live Here Anymore) spill over into doubts about herself. She becomes even more overwhelmed with anxiety when, at her sister\'s (Mena Suvari - ""Six Feet Under"") wedding, she discovers that her family served as the inspiration for the book and film The Graduate. When she realizes that she could very well be the biological offspring of the notorious scandal depicted in both and that her grandmother (Academy Award winner Shirley MacLaine - Terms of Endearment) might be Mrs. Robinson, Sarah vows to discover the true identity of her father. Could he be Beau Burroughs (Academy Award winner Kevin Costner - JFK, Robin Hood: Prince Of Thieves), a successful tech company CEO?', ']]>']",3.59,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41trH0PuvcL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41trH0PuvcL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Jennifer Aniston  (Actor),     Kevin Costner  (Actor),     Rob Reiner  (Director)    &                   0                  more   Rated:    PG-13    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Comedy']","{""Genre"": ""Drama, Drama/Love & Romance, Comedy"", ""Format"": ""Multiple Formats, AC-3, Closed-captioned, Color, Dolby, NTSC, Subtitled, Widescreen"", ""Contributor"": ""Paula Weinstein, Ben Cosgrove, Jennifer Fox, Haley Ramm, Shirley MacLaine, Kevin Costner, Ted Griffin, Bruce Berman, Jennifer Aniston, Mark Ruffalo, Len Amato, Richard Jenkins, Mena Suvari, Steven Soderbergh, George Clooney, Charles Webb, Rob Reiner, Marcia Henderson, Robert Kirby, Christopher McDonald, Kathy BatesPaula Weinstein, Ben Cosgrove, Jennifer Fox, Haley Ramm, Shirley MacLaine, Kevin Costner, Ted Griffin, Bruce Berman, Jennifer Aniston, Mark Ruffalo, Len Amato, Richard Jenkins, Mena Suvari, Steven Soderbergh, George Clooney, Charles Webb, Rob Reiner, Marcia Henderson,\u2026  See more"", ""Initial release date"": ""2008-01-08"", ""Language"": ""English (Dolby Digital 5.1), French (Dolby Digital 5.1)"", ""Aspect Ratio"": ""1.85:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""PG-13 (Parents Strongly Cautioned)"", ""Product Dimensions"": ""7.75 x 5.75 x 0.5 inches; 3.2 Ounces"", ""Item model number"": ""2210619"", ""Director"": ""Rob Reiner"", ""Media Format"": ""Multiple Formats, AC-3, Closed-captioned, Color, Dolby, NTSC, Subtitled, Widescreen"", ""Run time"": ""1 hour and 37 minutes"", ""Release date"": ""January 8, 2008"", ""Actors"": ""Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins"", ""Subtitles"": ""English, Spanish, French"", ""Producers"": ""George Clooney, Paula Weinstein, Steven Soderbergh, Ben Cosgrove, Jennifer Fox"", ""Studio"": ""Studio Distribution Services"", ""Writers"": ""Ted Griffin"", ""Number of discs"": ""1""}",B000EMGICS,,,
Movies & TV,"Warriors of Wrestling (The Biggest,Baddest,Meanest Wrestlers of All Time!)",4.6,8,[],"['The Biggest, meanest and bad wrestlers of all time now in this 4 DVD 810 minute package. Gathered together in one explosive collection are the greatest wrestlers of our generation! This is the intense competition for the first time ever in American Wrestling Federation\x92s World Heavyweight championship match.']",35.0,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51RV8PTXD7L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51RV8PTXD7L._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Tito Santana  (Actor),     Super Fly  (Actor),     Warriors  (Director)    &                   0                  more   Rated:    Unrated    Format: DVD","['Movies & TV', 'Boxed Sets', 'Sports']","{""Format"": ""Multiple Formats, Box set, Closed-captioned, NTSC, Import, Color"", ""Contributor"": ""Tito Santana, Warriors, Super Fly"", ""Language"": ""English"", ""Runtime"": ""13 hours and 30 minutes"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""Unrated (Not Rated)"", ""Package Dimensions"": ""7.5 x 5.3 x 1 inches; 8 Ounces"", ""Director"": ""Warriors"", ""Media Format"": ""Multiple Formats, Box set, Closed-captioned, NTSC, Import, Color"", ""Run time"": ""13 hours and 30 minutes"", ""Release date"": ""June 7, 2005"", ""Actors"": ""Tito Santana, Super Fly"", ""Studio"": ""Imports"", ""Number of discs"": ""1""}",B0007YMVOC,,,
Movies & TV,Roman Polanski: Wanted and Desired,4.4,66,[],"['Product description', 'Genre:', 'Documentary', 'Rating:', 'NR', 'Release Date:', '27-JAN-2009', 'Media Type:', 'DVD', 'Amazon.com', 'When Polanski\x92s defense attorney says midway through this film that he ""isn\x92t surprised Polanski left under the circumstances"" surrounding this corrupted court case, one really begins to understand why the director has not returned to America in nearly 20 years.', 'Wanted and Desired', ', Marina Zenovich\x92s documentary about Polanski\x92s 1977 arrest for rape of a minor set facts straight about a case that was blown to ridiculous proportions by a sensationalistic press and a judge who was far from judicious. Comprised of interviews with producers and friends Andrew Braunsberg, Daniel Melnick, Mia Farrow, and many others, the film obviously sympathizes with Polanski. But ample interviews with D.A. Roger Gunson and defense attorney, Douglas Dalton, lend factual credence to the film\x92s assertion that the director was not guilty as charged and further, shows how separate public image and the real person are.', 'Wanted and Desired', 'covers the tragic loss of his wife, Sharon Tate, only to preface the court case and Polanski\x92s departing the country as a result. Short clips from many of his fine films are interspersed to poignant effect between interview clips, to show how his public image has been wrongly writ based on his films\x92 dark subject matter. Polanski\x92s lack of participation in the film, then, seems not like his condemnation of its making, but rather in keeping with his desire to avoid press in general. At best,', 'Wanted and Desired', 'may serve as a further invitation to the brilliant director, who has been living in France for almost 20 years with a wife and two children, to someday return to America. \x97', 'Trinie Dalton']",29.15,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51DrJjP35hL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51DrJjP35hL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': ['Roman Polanski: Wanted and Desired Clip'], 'url': ['https://www.amazon.com/vdp/639e8f1b7d7f4bb4ae43d525d1637512?ref=dp_vse_rvc_0'], 'user_id': ['']}","Pedro Almodvar  (Actor),     Istvan Bajzat  (Actor),     Marina Zenovich  (Director, Writer)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Documentary']","{""Aspect Ratio"": ""1.78:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.5 x 5.5 x 0.53 inches; 4 Ounces"", ""Director"": ""Marina Zenovich"", ""Media Format"": ""Multiple Formats, Color, Dolby, NTSC, Subtitled, Widescreen"", ""Run time"": ""1 hour and 39 minutes"", ""Release date"": ""January 27, 2009"", ""Actors"": ""Pedro Almodvar, Istvan Bajzat, Steve Barshop, Marilyn Beck, Madeline Bessmer"", ""Subtitles"": ""Spanish, English"", ""Language"": ""Unqualified (Dolby Digital 5.1)"", ""Studio"": ""Velocity / Thinkfilm"", ""Writers"": ""Joe Bini, Marina Zenovich, P.G. Morgan"", ""Number of discs"": ""1""}",B001HB1K46,,,
